,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
279,Mizdah,78,LY,1571535490,64,31.45,12.98,62.95,5.5
280,Odienne,9,CI,1571535491,92,9.51,-7.57,70.48,4.14
281,Melbu,14,NO,1571535491,81,68.5,14.83,32.0,5.01
282,Dunedin,100,NZ,1571535491,60,-45.87,170.5,61.0,15.01
283,Fort Saint James,75,CA,1571535492,93,54.43,-124.25,29.72,1.3
284,Tashtyp,100,RU,1571535492,93,52.8,89.89,27.98,2.46
285,Walvis Bay,0,NA,1571535492,95,-22.95,14.51,59.0,5.99
286,Lata,0,IN,1571535492,42,30.78,78.62,34.44,3.74
287,Grand Gaube,40,MU,1571535493,68,-20.01,57.66,71.6,12.75
288,San Policarpo,47,PH,1571535493,67,12.18,125.51,84.57,5.44
289,Curup,100,ID,1571535493,50,-3.47,102.53,81.26,3.96
290,Portland,1,US,1571535365,75,43.66,-70.25,46.0,4.7
291,Alice Springs,0,AU,1571535494,14,-23.7,133.88,82.4,16.11
292,Pakxe,20,LA,1571535494,78,15.12,105.78,77.0,2.24
293,North Platte,1,US,1571535495,52,41.12,-100.77,52.0,6.93
294,San Jeronimo,100,PE,1571535495,75,-13.65,-73.37,49.4,7.09
295,Alta Floresta,100,BR,1571535495,92,-9.87,-56.08,71.0,2.68
296,Bontang,100,ID,1571535496,58,0.12,117.47,88.37,4.45
297,Nhamunda,63,BR,1571535496,89,-2.19,-56.71,73.93,2.15
298,Deputatskiy,90,RU,1571535496,95,69.3,139.9,10.25,1.74
299,Tabas,47,IR,1571535496,21,33.6,56.92,60.8,4.7
300,Gopalpur,0,BD,1571535497,66,24.18,89.13,81.06,8.12
301,Barcelona,40,ES,1571535497,82,41.38,2.18,70.0,1.12
302,Naze,40,NG,1571535412,94,5.43,7.07,75.2,3.67
303,Palmer,20,AU,1571534927,48,-34.85,139.16,62.01,10.29
304,Henties Bay,0,NA,1571535498,95,-22.12,14.28,59.0,5.99
305,Visnes,94,NO,1571535498,81,59.36,5.22,50.0,8.05
306,Dabat,30,ET,1571535499,71,12.98,37.77,63.91,2.71
307,Juba,96,EE,1571535499,93,57.82,26.93,46.0,2.24
308,Drumnadrochit,57,GB,1571535499,81,57.34,-4.48,46.4,14.99
309,Nizhnevartovsk,90,RU,1571535499,73,60.93,76.58,21.2,6.71
310,Norsup,75,VU,1571535500,70,-16.07,167.38,86.0,9.17
311,Buala,2,SB,1571535500,71,-8.15,159.59,84.62,8.21
312,Jalu,0,LY,1571535500,83,29.03,21.55,67.31,7.92
313,Pimentel,10,BR,1571535501,92,-3.7,-45.5,74.99,2.95
314,Lompoc,1,US,1571535501,72,34.64,-120.46,73.99,13.87
315,Moyale,100,ET,1571535501,88,3.52,39.05,68.35,3.4
316,Mangai,91,CD,1571535502,99,-4.07,19.59,67.51,1.34
317,Ginda,0,IN,1571535502,88,30.69,78.49,62.6,1.01
318,Hofn,41,IS,1571535502,36,64.25,-15.21,26.05,5.93
319,Cervo,99,BR,1571535502,86,-22.19,-46.24,64.39,7.47
320,Okha,100,RU,1571535503,71,53.59,142.95,47.29,4.14
321,Murindo,100,CO,1571535503,96,6.98,-76.75,72.42,2.01
322,Coquimbo,90,CL,1571535503,76,-29.95,-71.34,55.4,8.05
323,Camacupa,24,AO,1571535504,82,-12.02,17.48,60.25,3.47
324,Westport,1,US,1571535504,71,41.14,-73.36,52.0,0.76
325,Kruisfontein,100,ZA,1571535504,93,-34.0,24.73,61.69,7.07
326,Srednekolymsk,100,RU,1571535505,83,67.46,153.71,17.47,5.5
327,Ambilobe,11,MG,1571535505,70,-13.19,49.05,73.01,10.33
328,Samarai,0,PG,1571535505,64,-10.62,150.67,81.37,7.85
329,Cheyenne,75,US,1571535505,26,41.14,-104.82,55.99,9.17
330,Birobidzhan,9,RU,1571535506,48,48.79,132.93,55.9,2.48
331,Chapais,1,CA,1571535506,87,49.78,-74.86,32.0,2.24
332,Churapcha,97,RU,1571535506,78,62.0,132.43,34.33,1.43
333,Pakxan,60,LA,1571535507,55,18.39,103.66,83.04,2.59
334,Huanuni,100,BO,1571535507,70,-18.29,-66.83,46.23,5.53
335,Ancud,0,CL,1571535507,87,-41.87,-73.83,46.4,4.7
336,Camargo,0,MX,1571535508,44,27.69,-105.17,68.75,5.61
337,Beringovskiy,100,RU,1571535508,78,63.05,179.32,22.87,6.35
338,Shimoda,75,JP,1571535508,73,34.7,138.93,78.01,13.87
339,Vanimo,86,PG,1571535509,69,-2.67,141.3,84.68,8.9
340,Suntar,95,RU,1571534915,87,62.16,117.65,28.25,2.48
341,Cayenne,75,GF,1571535509,78,4.94,-52.33,82.4,3.36
342,Batagay-Alyta,100,RU,1571535510,89,67.8,130.41,17.47,2.21
343,Athabasca,97,CA,1571535510,94,54.72,-113.29,35.02,9.91
344,Nicoya,0,CR,1571535510,94,10.15,-85.45,77.0,2.24
345,Nadvoitsy,100,RU,1571535511,95,63.89,34.27,41.5,7.87
346,Narsaq,100,GL,1571535511,66,60.91,-46.05,48.2,11.41
347,Morehead,40,US,1571535511,55,38.18,-83.43,60.8,5.82
348,Antofagasta,90,CL,1571534932,72,-23.65,-70.4,59.0,10.29
349,Belaya Gora,99,RU,1571535512,92,68.54,146.19,16.15,3.74
350,Goure,100,NE,1571535513,62,13.98,10.27,81.0,4.0
351,Calbuco,90,CL,1571535513,87,-41.77,-73.13,50.0,5.82
352,Parakai,100,NZ,1571535513,63,-36.66,174.44,66.99,11.41
353,Arraial do Cabo,80,BR,1571535513,89,-22.97,-42.02,72.64,9.89
354,Amapa,75,HN,1571535514,70,15.09,-87.97,86.0,10.29
355,Punta Alta,0,AR,1571535514,73,-27.46,-55.82,69.8,11.41
356,Tuatapere,100,NZ,1571534941,90,-46.13,167.69,50.0,13.0
357,Port Lincoln,0,AU,1571535515,73,-34.72,135.86,55.09,10.0
358,Sao Joao da Barra,100,BR,1571535515,92,-21.64,-41.05,70.71,2.26
359,Ust-Maya,100,RU,1571535515,94,60.42,134.54,32.26,2.73
360,The Valley,20,AI,1571535516,78,18.22,-63.06,82.4,6.93
361,Namibe,0,AO,1571535516,85,-15.19,12.15,68.48,5.41
362,Raudeberg,35,NO,1571535517,65,61.99,5.14,44.6,6.93
363,Shache,65,CN,1571535517,85,38.42,77.24,53.01,1.66
364,Hovd,90,NO,1571535517,69,63.83,10.7,43.0,13.87
365,Aripuana,100,BR,1571535518,85,-9.17,-60.63,73.99,2.98
366,Matagami,100,NG,1571535518,97,9.67,8.4,67.56,5.08
367,Goderich,72,CA,1571535518,86,43.74,-81.71,46.0,11.99
368,Jati,0,PK,1571535519,21,24.35,68.27,82.28,10.54
369,Dalbandin,0,PK,1571535519,14,28.9,64.41,71.75,6.64
370,Kitaibaraki,75,JP,1571535520,59,36.84,140.74,73.0,16.11
371,Vidim,0,CZ,1571535520,93,50.47,14.53,54.0,6.93
372,Oyem,100,GA,1571535520,99,1.6,11.57,66.62,4.0
373,Mondovi,1,US,1571535520,87,44.57,-91.67,53.01,4.7
374,Pontianak,40,ID,1571535521,88,-0.02,109.34,78.8,2.66
375,Shu,87,KZ,1571535521,32,43.6,73.76,57.7,7.47
376,Loknya,86,RU,1571535521,92,54.21,39.24,46.0,8.25
377,Agadez,98,NE,1571535522,24,16.97,7.99,86.1,2.73
378,South Huntington,1,US,1571535522,81,40.82,-73.4,55.4,3.36
379,Muroto,75,JP,1571535522,53,33.37,134.14,73.4,16.11
380,Alma,1,US,1571535523,42,39.28,-106.06,48.2,12.75
381,Grindavik,75,IS,1571534942,80,63.84,-22.43,41.0,8.05
382,Maceio,40,BR,1571535523,94,-9.67,-35.74,73.4,4.7
383,Peski,20,RU,1571535524,87,59.94,30.38,48.0,11.18
384,Santa Vitoria do Palmar,100,BR,1571535524,88,-33.52,-53.37,49.47,6.62
385,Nkhotakota,0,MW,1571535524,85,-12.93,34.3,67.06,3.94
386,La Union,96,GT,1571535525,1,14.97,-89.29,69.01,2.37
387,Shakawe,2,BW,1571535525,14,-18.36,21.84,73.41,4.16
388,Jimeta,100,NG,1571535525,92,9.28,12.44,73.43,5.32
389,Byron Bay,62,AU,1571535526,56,-28.65,153.62,77.0,19.46
390,Durban,93,CA,1571535526,77,51.93,-101.44,41.28,2.57
391,Ravar,30,IR,1571535526,31,31.27,56.81,54.29,1.5
392,Victor Harbor,20,AU,1571535527,48,-35.55,138.62,66.99,10.29
393,Tocopilla,85,CL,1571535527,73,-22.09,-70.2,59.3,4.09
394,Moree,0,AU,1571535527,14,-29.46,149.84,77.0,11.41
395,Parrita,75,CR,1571535528,94,9.52,-84.33,69.8,3.36
396,San Quintin,0,PH,1571535528,61,17.54,120.52,86.48,3.33
397,Kem,0,UG,1571535529,93,2.68,33.77,65.2,2.21
398,Coihaique,1,CL,1571535529,53,-45.58,-72.07,51.8,2.95
399,Grand Baie,40,MU,1571535529,68,-20.02,57.58,71.6,12.75
400,Havre-Saint-Pierre,40,CA,1571535530,75,50.23,-63.6,41.0,6.93
401,Santa Elena,90,EC,1571535530,83,-2.23,-80.86,71.6,9.17
402,Tarko-Sale,100,RU,1571535530,89,64.92,77.78,19.0,18.21
403,Paragominas,98,BR,1571535530,96,-3.0,-47.35,72.8,3.31
404,Preobrazheniye,0,RU,1571535531,40,42.9,133.91,61.53,5.7
405,Missouri City,1,US,1571535531,93,39.24,-94.29,57.2,3.74
406,Pizarro,100,CO,1571535532,85,4.95,-77.37,76.67,2.28
407,Kon Tum,51,VN,1571535532,49,14.36,108.0,82.19,3.33
408,Kijang,20,KR,1571535533,72,35.24,129.21,64.4,5.82
409,Egvekinot,100,RU,1571535533,85,66.32,-179.17,18.53,10.85
410,Johnstown,1,US,1571535533,62,40.33,-78.92,55.4,4.7
411,Oranjestad,20,AW,1571535534,79,12.52,-70.03,84.2,11.41
412,Ngunguru,71,NZ,1571535534,66,-35.62,174.5,66.99,5.01
413,Belen,1,US,1571535534,14,34.66,-106.78,63.0,10.29
414,Bilibino,0,RU,1571535535,95,68.06,166.44,1.19,0.6
415,Bay Roberts,20,CA,1571535535,93,47.58,-53.28,48.0,16.11
416,Waldkraiburg,75,DE,1571535535,100,48.21,12.4,52.0,3.36
417,Oroville,1,US,1571535536,46,39.51,-121.56,69.8,3.36
418,Port Moresby,20,PG,1571535536,62,-9.47,147.16,87.8,9.17
419,Diego de Almagro,0,CL,1571535536,93,-26.39,-70.05,44.3,0.89
420,Georgiyevka,75,RU,1571535537,87,52.25,40.45,49.15,6.02
421,Nong Bua,13,TH,1571535537,58,15.87,100.58,90.0,3.18
422,Mapiri,94,BO,1571535537,91,-15.31,-68.22,48.91,3.02
423,Nara,75,JP,1571535538,68,34.68,135.8,75.99,4.7
424,Khash,0,IR,1571535538,30,28.22,61.21,59.46,0.56
425,Guerrero Negro,0,MX,1571535538,80,27.97,-114.04,67.56,18.16
426,Port Hedland,4,AU,1571535538,23,-20.31,118.58,93.2,10.29
427,Olpad,20,IN,1571535539,83,21.34,72.75,77.0,3.36
428,Axim,98,GH,1571535539,87,4.87,-2.24,77.05,9.95
429,Puerto Escondido,86,MX,1571535539,89,15.86,-97.07,75.79,2.64
430,Springbok,0,ZA,1571535540,90,-29.67,17.88,53.34,0.45
431,Georgiyevskoye,0,RU,1571535540,90,44.16,39.25,52.46,0.74
432,Pore,99,CO,1571535540,90,5.73,-71.99,68.35,3.71
433,Sahuaripa,0,MX,1571535540,65,29.05,-109.23,68.53,0.94
434,Tautira,75,PF,1571535541,66,-17.73,-149.15,84.2,9.17
435,Port Blair,100,IN,1571535541,76,11.67,92.75,84.91,19.19
436,Fengcheng,43,CN,1571535542,57,40.45,124.07,64.93,10.8
437,Quartucciu,5,IT,1571535542,82,39.25,9.18,69.8,3.36
438,Novska,0,HR,1571535543,100,45.34,16.98,44.6,1.12
439,Amberley,74,NZ,1571535543,59,-43.15,172.73,66.99,11.41
440,Sprimont,20,BE,1571535543,87,50.5,5.66,53.01,5.82
441,Bud,17,NO,1571535543,81,62.91,6.91,44.6,14.99
442,Rodrigues Alves,97,BR,1571535544,95,-7.74,-72.65,72.85,2.42
443,Cockburn Town,94,TC,1571535544,74,21.46,-71.14,83.35,15.73
444,Homer,75,US,1571535544,87,59.64,-151.54,46.99,14.74
445,Rosetta,0,EG,1571535545,88,31.4,30.42,69.8,4.7
446,Svetlogorsk,90,RU,1571535545,79,53.14,59.15,21.2,8.95
447,Raymond Terrace,17,AU,1571535545,45,-32.76,151.75,71.01,12.75
448,Neuquen,75,AR,1571535546,41,-38.95,-68.06,75.2,3.36
449,Grand Forks,1,US,1571535546,81,47.91,-97.06,46.99,5.82
450,Port Lavaca,1,US,1571535546,83,28.61,-96.63,81.0,6.93
451,Buarcos,75,PT,1571535547,87,40.16,-8.88,57.99,9.17
452,Muyezerskiy,100,RU,1571535547,96,63.93,31.65,39.26,10.63
453,Micheweni,95,TZ,1571535547,80,-4.97,39.83,79.55,5.88
454,Olga,1,US,1571535548,49,34.11,-118.17,75.99,3.36
455,Yola,100,NG,1571535548,92,9.26,12.45,73.43,5.32
456,Carora,93,VE,1571535548,92,10.17,-70.08,67.38,1.14
457,Fare,100,PF,1571535549,79,-16.7,-151.02,80.05,10.87
458,Codrington,40,AU,1571535040,50,-28.95,153.24,77.0,20.8
459,Banda Aceh,88,ID,1571535549,75,5.56,95.32,82.55,6.71
460,Dwarka,20,IN,1571535549,77,28.58,77.04,84.0,2.24
461,Lethem,0,GY,1571535550,65,3.38,-59.8,81.8,4.43
462,Southampton,0,GB,1571535550,93,50.9,-1.4,44.6,1.12
463,Altay,100,CN,1571535550,95,47.83,88.13,26.92,3.38
464,Carballo,20,ES,1571535551,100,43.21,-8.69,55.0,2.24
465,Sumkino,0,RU,1571535551,69,58.11,68.32,20.45,3.58
466,Robore,90,BO,1571535551,82,-18.33,-59.76,67.0,4.34
467,Kysyl-Syr,72,RU,1571535552,81,63.9,122.77,30.64,4.5
468,Zyryanka,100,RU,1571535552,89,65.73,150.89,18.55,9.24
469,Capim Grosso,4,BR,1571535552,79,-11.38,-40.01,66.39,2.24
470,Ixtapa,90,MX,1571535553,100,20.71,-105.21,77.0,7.2
471,Jackville,40,CI,1571535553,88,5.21,-4.42,78.8,10.29
472,Yaan,83,NG,1571535553,98,7.38,8.57,71.0,4.59
473,Palanga,0,RO,1571535553,74,44.45,25.08,60.01,7.25
474,Marquette,90,US,1571535554,93,46.54,-87.4,52.0,3.36
475,Kuryk,0,KZ,1571535554,50,43.18,51.68,56.65,9.84
476,Saint-Louis,0,SN,1571535555,78,16.03,-16.5,80.6,9.17
477,Constitucion,20,MX,1571535555,25,23.99,-104.67,73.4,4.7
478,Verkhnevilyuysk,81,RU,1571535555,72,63.45,120.31,30.86,2.73
479,Gornopravdinsk,0,RU,1571535556,75,60.06,69.92,21.26,5.08
480,Sazonovo,78,RU,1571535556,92,54.2,39.81,48.99,8.43
481,Selty,99,RU,1571535556,79,57.31,52.14,27.64,5.66
482,Plastun,0,RU,1571535557,48,44.76,136.29,55.27,6.2
483,Maralal,30,KE,1571535557,86,1.1,36.7,61.73,7.4
484,Elizabeth City,1,US,1571535557,87,36.3,-76.22,61.0,3.36
485,Matara,100,BI,1571535558,90,-3.48,29.48,51.86,1.16
486,Yerbogachen,100,RU,1571535558,61,61.28,108.01,27.1,4.43
487,Aboisso,96,CI,1571535558,95,5.47,-3.21,73.48,2.91
488,Tura,20,RU,1571535559,86,64.27,100.22,11.06,3.49
489,Wanning,90,AT,1571535559,93,48.64,13.53,52.0,10.29
490,Mega,99,ET,1571535559,67,4.06,38.32,72.49,7.27
491,Fecamp,100,FR,1571535559,93,49.76,0.37,51.01,6.44
492,Kerema,9,PG,1571535560,85,-7.96,145.78,77.86,15.03
493,Klaksvik,100,FO,1571535560,75,62.23,-6.59,41.0,10.74
494,Balclutha,100,NZ,1571535560,97,-46.24,169.74,48.7,3.36
495,Mezhevoy,19,RU,1571535561,78,55.17,58.79,23.23,5.68
496,Mutare,43,MZ,1571535561,93,-18.97,32.67,60.65,2.57
497,Luderitz,0,NA,1571535561,76,-26.65,15.16,58.16,17.98
498,Trofors,0,NO,1571535562,51,65.54,13.39,39.2,18.34
499,Panguna,70,PG,1571535562,74,-6.32,155.48,82.57,12.12
500,Manta,0,RO,1571535563,69,45.1,24.1,53.14,2.3
501,Mudkhed,47,IN,1571535563,84,19.15,77.51,74.81,7.96
502,Nantucket,1,US,1571535563,81,41.28,-70.1,48.99,3.36
503,Nemuro,75,JP,1571535564,87,43.32,145.57,57.2,3.36
504,Okhotsk,95,RU,1571535564,68,59.36,143.24,35.05,6.6
505,Papillion,1,US,1571535564,54,41.15,-96.04,59.0,4.7
506,Pandan,67,PH,1571535565,75,11.72,122.09,83.76,10.92
507,Half Moon Bay,90,US,1571535565,93,37.46,-122.43,64.99,5.82
508,Roald,96,NO,1571535565,81,62.58,6.12,44.6,21.92
509,Joao Pinheiro,95,BR,1571535566,40,-17.74,-46.17,82.91,11.21
510,Saint-Georges,25,CA,1571535566,41,46.12,-70.67,36.0,1.99
511,Arroyohondo,40,CO,1571535567,83,10.25,-75.02,80.6,3.36
512,Cherepovets,100,RU,1571535567,96,59.13,37.92,51.04,8.46
513,Puerto Baquerizo Moreno,75,EC,1571535567,83,-0.9,-89.6,69.8,16.11
514,Annaka,93,JP,1571535568,63,36.34,138.77,77.0,1.99
515,Kavaratti,100,IN,1571535568,77,10.57,72.64,82.41,15.12
516,Moose Factory,1,CA,1571535568,65,51.26,-80.61,46.4,11.41
517,Beloha,0,MG,1571535504,51,-25.17,45.06,70.66,3.18
518,High Level,90,CA,1571535569,94,58.52,-117.13,32.0,6.93
519,Del Rio,1,US,1571535569,25,29.36,-100.9,84.2,7.09
520,Mount Isa,0,AU,1571535569,9,-20.73,139.49,91.4,12.75
521,Ouadda,100,CF,1571535570,96,8.07,22.4,66.5,3.15
522,Prokuplje,0,RS,1571535570,81,43.23,21.59,51.8,1.12
523,Reconquista,96,AR,1571535570,71,-29.14,-59.64,62.34,8.5
524,Shelbyville,40,US,1571535571,66,39.41,-88.79,60.8,7.02
525,Sobolevo,100,RU,1571535571,86,54.43,31.9,51.99,6.2
526,Genhe,100,CN,1571535571,69,50.78,121.52,42.95,10.54
527,Bama,78,CN,1571535572,72,24.14,107.25,73.82,2.8
528,Gualaquiza,92,EC,1571535572,98,-3.4,-78.58,48.59,2.77
529,Poltava,0,UA,1571535572,75,49.59,34.55,52.1,3.87
530,Takoradi,86,GH,1571535573,94,4.89,-1.75,73.88,3.27
531,Imeni Zhelyabova,100,RU,1571535573,95,58.95,36.6,52.3,6.71
532,Palauig,0,PH,1571535573,72,15.44,119.9,84.1,5.93
533,Mao,40,DO,1571535573,88,19.55,-71.08,82.99,8.05
534,Lazaro Cardenas,5,MX,1571535574,49,28.39,-105.62,69.8,5.82
535,Bambanglipuro,69,ID,1571535574,81,-7.95,110.28,77.89,12.06
536,Makat,78,KZ,1571535574,59,47.65,53.35,55.59,7.25
537,Cruzeiro do Sul,24,BR,1571535575,95,-7.63,-72.67,72.02,1.68
538,Khandbari,27,NP,1571535575,57,27.38,87.21,58.61,3.89
539,Masyaf,0,SY,1571535575,88,35.06,36.34,66.2,6.93
540,Atar,0,MR,1571535576,27,20.52,-13.05,79.51,7.36
541,Conceicao do Araguaia,21,BR,1571535576,90,-8.26,-49.26,74.36,3.24
542,Inuvik,75,CA,1571535576,85,68.36,-133.71,21.2,5.82
543,Pedernales,97,EC,1571535576,86,0.07,-80.05,73.43,14.43
544,Sosnovo-Ozerskoye,55,RU,1571535577,53,52.53,111.54,30.7,25.08
545,Anadyr,0,RU,1571535038,100,64.73,177.51,28.4,8.95
546,Tayoltita,0,MX,1571535577,95,24.11,-105.93,63.44,2.75
547,Smithers,40,CA,1571535578,86,54.78,-127.17,37.4,3.36
548,Bathsheba,20,BB,1571535578,78,13.22,-59.52,80.6,11.41
549,Nanakuli,1,US,1571535578,62,21.39,-158.15,87.8,9.17
550,Salalah,0,OM,1571535578,53,17.01,54.1,77.0,2.24
551,Fuyang,0,CN,1571535579,38,32.89,115.81,75.73,5.88
552,Ugoofaaru,100,MV,1571535579,79,5.67,73.0,82.57,13.22
553,Loikaw,5,MM,1571535579,68,19.67,97.21,76.49,3.02
554,Shahr-e Babak,0,IR,1571535580,43,30.12,55.12,55.19,9.15
555,Dolinsk,75,RU,1571535580,93,47.32,142.8,48.2,11.18
556,Talnakh,40,RU,1571535580,85,69.49,88.39,12.2,15.05
557,Soledad,90,US,1571535581,72,36.43,-121.33,64.4,3.36
558,Novosheshminsk,100,RU,1571535581,85,55.06,51.22,33.94,2.53
559,Leesburg,75,US,1571535581,62,39.12,-77.56,55.4,5.82
